Micom IDU2 Data,Time Interval = 2 sec,Save Start Time:,"Friday, December 04 18:51:44, 2020",,,,,NOTE:파일저장중 생성된 공란은 모델확장을 위한 영역입니다. 분석시 불필요할 경우 숨기기 기능을 이용해 주시기 바랍니다.
System Info:,Multi V H/P,Multi V 5,R410A,1Unit,Default Unit:,"C , kPa , m3/h , kBtu/h",User's Unit:,"C , kPa , m3/h , kW"
Distributor:,전문점1,Version:,"0.0.0",LGMV:,8.2.9U,External:,"0"
Installer:,설치자1,EEPROM:,"0.0.0",COMP:,"12.12",FAN:,"2.2"
Model:,모델1,IDU NUM:,10,Connect:,ODU
Site:,현장1,Hrunit NUM:,0,AWHP:,0,DXC:,0,FAU:,0,GHU:,0,WHU:,0,CASCADE:,0,SHOWCASE:,0,
siter,time,운전모드,Error,ErrorUnit,용량9,모드9,풍량9,EEV9,공기9,배관in9,배관out9,SC/SH9,추가정보9,통신9,CEN9,에러9,습도9,H/L9,,,,,용량10,모드10,풍량10,EEV10,공기10,배관in10,배관out10,SC/SH10,추가정보10,통신10,CEN10,에러10,습도10,H/L10,,,,
148,18:56:39,2,,,18,6,1,200,17.49,8.64,-2.56,15.26,,224,0,0,0,0,,,,,28,6,1,200,16.84,2.35,-2.95,21.55,,217,0,0,0,0,,,,
149,18:56:41,2,,,18,6,1,200,17.49,8.64,-3.35,12.56,,224,0,0,0,0,,,,,28,6,1,200,16.84,2.35,-3.35,18.85,,217,0,0,0,0,,,,
150,18:56:43,2,,,18,6,1,200,17.49,8.64,-3.35,9.03,,225,0,0,0,0,,,,,28,6,1,200,16.84,2.35,-3.35,15.32,,218,0,0,0,0,,,,
151,18:56:45,2,,,18,6,1,554,17.49,9.32,-2.95,7.91,,225,0,0,0,0,,,,,28,6,1,550,16.84,2.35,-2.95,14.88,,218,0,0,0,0,,,,
152,18:56:47,2,,,18,6,1,554,17.49,9.32,-2.95,8.35,,226,0,0,0,0,,,,,28,6,1,550,16.84,2.35,-2.95,15.32,,219,0,0,0,0,,,,
153,18:56:49,2,,,18,6,1,1200,17.49,12.34,-1.39,5.76,,226,0,0,0,0,,,,,28,6,1,1200,16.84,3.78,-1.77,14.32,,219,0,0,0,0,,,,
154,18:56:51,2,,,18,6,1,1200,17.49,12.34,-1.39,5.96,,227,0,0,0,0,,,,,28,6,1,1200,16.84,3.78,-1.77,14.52,,220,0,0,0,0,,,,
155,18:56:53,2,,,18,6,1,1200,17.49,14.68,0.51,4.22,,227,0,0,0,0,,,,,28,6,1,1200,16.84,3.78,-1.77,15.12,,220,0,0,0,0,,,,
156,18:56:55,2,,,18,6,1,1200,17.49,14.68,0.51,4.42,,228,0,0,0,0,,,,,28,6,1,1200,16.84,7.96,0.51,11.14,,221,0,0,0,0,,,,
157,18:56:57,2,,,18,6,1,1200,17.49,14.68,0.51,4.82,,228,0,0,0,0,,,,,28,6,1,1200,16.84,7.96,0.51,11.54,,221,0,0,0,0,,,,
158,18:56:59,2,,,18,6,1,1200,17.49,16.69,2.35,3.03,,229,0,0,0,0,,,,,28,6,1,1200,16.84,9.99,1.98,9.74,,221,0,0,0,0,,,,
159,18:57:01,2,,,18,6,1,1200,17.49,16.69,2.35,3.26,,229,0,0,0,0,,,,,28,6,1,1200,16.84,9.99,1.98,9.96,,222,0,0,0,0,,,,
160,18:57:03,2,,,18,6,1,1200,17.49,19.05,3.78,1.13,,229,0,0,0,0,,,,,28,6,1,1200,16.84,12.01,3.78,8.16,,222,0,0,0,0,,,,
161,18:57:05,2,,,18,6,1,1200,17.49,19.05,3.78,1.55,,230,0,0,0,0,,,,,28,6,1,1200,16.84,12.01,3.78,8.59,,223,0,0,0,0,,,,
162,18:57:07,2,,,18,6,1,1200,17.49,20.07,4.84,0.73,,230,0,0,0,0,,,,,28,6,1,1200,16.84,12.34,4.84,8.46,,223,0,0,0,0,,,,
163,18:57:09,2,,,18,6,1,1200,17.49,20.07,4.84,0.93,,231,0,0,0,0,,,,,28,6,1,1200,16.84,12.34,4.84,8.66,,224,0,0,0,0,,,,
164,18:57:11,2,,,18,6,1,1200,17.49,21.44,5.89,-0.24,,231,0,0,0,0,,,,,28,6,1,1200,16.84,12.34,6.24,8.86,,224,0,0,0,0,,,,
165,18:57:13,2,,,18,6,1,1200,17.49,21.44,5.89,-0.04,,232,0,0,0,0,,,,,28,6,1,1200,16.84,12.34,6.24,9.06,,225,0,0,0,0,,,,
166,18:57:15,2,,,18,6,1,1200,17.49,21.44,6.58,0.16,,232,0,0,0,0,,,,,28,6,1,1200,16.84,12.34,6.24,9.26,,225,0,0,0,0,,,,
167,18:57:17,2,,,18,6,1,1200,17.49,21.44,6.58,0.16,,233,0,0,0,0,,,,,28,6,1,1200,16.84,12.01,6.93,9.59,,225,0,0,0,0,,,,
168,18:57:19,2,,,18,6,1,1200,17.49,21.44,6.58,0.36,,233,0,0,0,0,,,,,28,6,1,1200,16.84,12.01,6.93,9.79,,226,0,0,0,0,,,,
169,18:57:21,2,,,18,6,1,1200,17.49,22.13,7.61,-0.13,,234,0,0,0,0,,,,,28,6,1,1200,16.84,11.67,7.96,10.33,,226,0,0,0,0,,,,
170,18:57:23,2,,,18,6,1,1200,17.49,22.13,7.61,0.07,,234,0,0,0,0,,,,,28,6,1,1200,16.84,11.67,7.96,10.33,,227,0,0,0,0,,,,
171,18:57:25,2,,,18,6,1,1200,17.49,22.13,8.30,0.07,,234,0,0,0,0,,,,,28,6,1,1200,16.84,11.34,9.99,10.86,,227,0,0,0,0,,,,
172,18:57:27,2,,,18,6,1,1200,17.49,22.13,8.30,0.27,,235,0,0,0,0,,,,,28,6,1,1200,16.84,11.34,9.99,11.06,,228,0,0,0,0,,,,
173,18:57:29,2,,,18,6,1,1200,17.49,22.13,8.98,0.47,,235,0,0,0,0,,,,,28,6,1,1200,16.84,10.66,11.34,11.94,,228,0,0,0,0,,,,
174,18:57:31,2,,,18,6,1,1200,17.49,22.13,8.98,0.47,,236,0,0,0,0,,,,,28,6,1,1200,16.84,10.66,11.34,11.94,,229,0,0,0,0,,,,
175,18:57:33,2,,,18,6,1,1200,17.49,22.13,9.99,0.67,,236,0,0,0,0,,,,,28,6,1,1200,16.84,10.66,13.35,12.14,,229,0,0,0,0,,,,
176,18:57:35,2,,,18,6,1,1200,17.49,22.13,9.99,0.67,,237,0,0,0,0,,,,,28,6,1,1200,16.84,10.66,13.35,12.14,,230,0,0,0,0,,,,
177,18:57:37,2,,,18,6,1,1200,17.49,22.13,10.66,0.85,,237,0,0,0,0,,,,,28,6,1,1200,16.84,10.66,13.35,12.32,,230,0,0,0,0,,,,
178,18:57:39,2,,,18,6,1,1200,17.49,22.13,10.66,0.85,,238,0,0,0,0,,,,,28,6,1,1200,16.84,10.66,14.68,12.32,,230,0,0,0,0,,,,
179,18:57:41,2,,,18,6,1,1200,17.49,22.13,10.66,1.02,,238,0,0,0,0,,,,,28,6,1,1200,16.84,10.66,14.68,12.49,,231,0,0,0,0,,,,
180,18:57:43,2,,,18,6,1,1200,17.49,21.44,11.34,1.71,,238,0,0,0,0,,,,,28,6,1,1200,16.84,10.66,16.02,12.49,,231,0,0,0,0,,,,
181,18:57:45,2,,,18,6,1,1200,17.49,21.44,11.34,1.71,,239,0,0,0,0,,,,,28,6,1,1200,16.84,10.66,16.02,12.49,,232,0,0,0,0,,,,
182,18:57:47,2,,,18,6,1,1200,17.49,21.44,12.01,1.89,,239,0,0,0,0,,,,,28,6,1,1200,16.84,9.99,17.03,13.34,,232,0,0,0,0,,,,
183,18:57:49,2,,,18,6,1,1200,17.49,21.44,12.01,1.89,,240,0,0,0,0,,,,,28,6,1,1200,16.84,9.99,17.03,13.34,,233,0,0,0,0,,,,
184,18:57:51,2,,,18,6,1,1200,17.49,22.13,12.34,1.37,,240,0,0,0,0,,,,,28,6,1,1200,16.84,10.66,17.70,12.84,,233,0,0,0,0,,,,
185,18:57:53,2,,,18,6,1,1200,17.49,22.13,12.34,1.57,,241,0,0,0,0,,,,,28,6,1,1200,16.84,10.66,17.70,13.04,,234,0,0,0,0,,,,
186,18:57:55,2,,,18,6,1,1200,17.49,22.13,12.68,1.77,,241,0,0,0,0,,,,,28,6,1,1200,16.84,10.66,17.70,13.24,,234,0,0,0,0,,,,
187,18:57:57,2,,,18,6,1,1200,17.49,22.13,12.68,1.97,,242,0,0,0,0,,,,,28,6,1,1200,16.84,10.66,18.37,13.44,,235,0,0,0,0,,,,
188,18:57:59,2,,,18,6,1,1200,17.49,22.13,12.68,2.17,,242,0,0,0,0,,,,,28,6,1,1200,16.84,10.66,18.37,13.64,,235,0,0,0,0,,,,
189,18:58:01,2,,,18,6,1,1200,17.49,22.83,12.68,2.00,,243,0,0,0,0,,,,,28,6,1,1200,16.84,11.34,18.37,13.49,,236,0,0,0,0,,,,
190,18:58:03,2,,,18,6,1,1200,17.49,22.83,12.68,2.17,,243,0,0,0,0,,,,,28,6,1,1200,16.84,11.34,18.37,13.66,,236,0,0,0,0,,,,
191,18:58:05,2,,,18,6,1,1200,17.49,22.83,13.01,2.37,,243,0,0,0,0,,,,,28,6,1,1200,16.84,12.68,18.04,12.52,,236,0,0,0,0,,,,
192,18:58:07,2,,,18,6,1,1200,17.49,22.83,13.01,2.97,,244,0,0,0,0,,,,,28,6,1,1200,16.84,12.68,18.04,13.12,,237,0,0,0,0,,,,
193,18:58:09,2,,,18,6,1,1200,17.49,23.53,13.01,2.62,,244,0,0,0,0,,,,,28,6,1,1200,16.84,14.01,17.70,12.14,,237,0,0,0,0,,,,
194,18:58:11,2,,,18,6,1,1200,17.49,23.53,13.01,3.14,,245,0,0,0,0,,,,,28,6,1,1200,16.84,14.01,17.70,12.66,,238,0,0,0,0,,,,
195,18:58:13,2,,,18,6,1,1200,17.49,24.23,12.68,2.62,,245,0,0,0,0,,,,,28,6,1,1200,16.84,14.01,17.70,12.84,,238,0,0,0,0,,,,
196,18:58:15,2,,,18,6,1,1200,17.49,24.23,12.68,3.32,,246,0,0,0,0,,,,,28,6,1,1200,16.84,16.36,16.36,10.84,,239,0,0,0,0,,,,
197,18:58:17,2,,,18,6,1,1200,17.49,24.23,12.68,3.50,,246,0,0,0,0,,,,,28,6,1,1200,16.84,16.36,16.36,11.36,,239,0,0,0,0,,,,
198,18:58:19,2,,,18,6,1,1200,17.49,24.94,12.68,3.14,,247,0,0,0,0,,,,,28,6,1,1200,16.84,17.70,15.35,10.38,,239,0,0,0,0,,,,
199,18:58:21,2,,,18,6,1,1200,17.49,24.94,12.68,3.48,,247,0,0,0,0,,,,,28,6,1,1200,16.84,17.70,15.35,10.72,,240,0,0,0,0,,,,
200,18:58:23,2,,,18,6,1,1200,17.49,25.66,12.68,3.11,,247,0,0,0,0,,,,,28,6,1,1200,16.84,19.39,14.68,9.39,,240,0,0,0,0,,,,
201,18:58:25,2,,,18,6,1,1200,17.49,25.66,12.68,3.47,,248,0,0,0,0,,,,,28,6,1,1200,16.84,19.39,14.68,9.74,,241,0,0,0,0,,,,
202,18:58:27,2,,,18,6,1,1200,17.49,26.38,12.68,2.92,,248,0,0,0,0,,,,,28,6,1,1200,16.84,20.75,13.35,8.55,,241,0,0,0,0,,,,
203,18:58:29,2,,,18,6,1,1200,17.49,26.38,12.68,3.45,,249,0,0,0,0,,,,,28,6,1,1200,16.84,20.75,13.35,9.08,,242,0,0,0,0,,,,
204,18:58:31,2,,,18,6,1,1200,17.49,27.11,13.01,3.06,,249,0,0,0,0,,,,,28,6,1,1200,16.84,21.44,12.34,8.73,,242,0,0,0,0,,,,
205,18:58:33,2,,,18,6,1,1200,17.49,27.11,13.01,3.41,,250,0,0,0,0,,,,,28,6,1,1200,16.84,21.44,12.34,9.08,,243,0,0,0,0,,,,
206,18:58:35,2,,,18,6,1,1200,17.49,27.11,13.01,3.59,,250,0,0,0,0,,,,,28,6,1,1200,16.84,21.44,12.34,9.26,,243,0,0,0,0,,,,
207,18:58:37,2,,,18,6,1,1200,17.49,27.11,13.01,4.04,,251,0,0,0,0,,,,,28,6,1,1200,16.84,22.13,11.67,9.02,,244,0,0,0,0,,,,
208,18:58:39,2,,,18,6,1,1200,17.49,27.11,13.01,4.04,,251,0,0,0,0,,,,,28,6,1,1200,16.84,22.13,11.67,9.02,,244,0,0,0,0,,,,
209,18:58:41,2,,,18,6,1,1200,17.49,27.11,13.01,4.54,,252,0,0,0,0,,,,,28,6,1,1200,16.84,22.83,11.00,8.82,,245,0,0,0,0,,,,
210,18:58:43,2,,,18,6,1,1200,17.49,27.11,13.01,4.72,,252,0,0,0,0,,,,,28,6,1,1200,16.84,22.83,11.00,9.00,,245,0,0,0,0,,,,
211,18:58:45,2,,,18,6,1,600,17.49,27.11,13.01,5.04,,253,0,0,0,0,,,,,28,6,1,600,16.84,22.83,10.33,9.32,,246,0,0,0,0,,,,
212,18:58:47,2,,,18,6,1,600,17.49,27.11,13.01,5.19,,253,0,0,0,0,,,,,28,6,1,600,16.84,22.83,10.33,9.47,,246,0,0,0,0,,,,
213,18:58:49,2,,,18,6,1,600,17.49,27.11,13.01,5.19,,253,0,0,0,0,,,,,28,6,1,600,16.84,22.83,9.99,9.47,,246,0,0,0,0,,,,
214,18:58:51,2,,,18,6,1,600,17.49,27.11,13.01,5.49,,254,0,0,0,0,,,,,28,6,1,600,16.84,22.83,9.99,9.77,,247,0,0,0,0,,,,
215,18:58:53,2,,,18,6,1,600,17.49,27.11,13.35,5.84,,254,0,0,0,0,,,,,28,6,1,600,16.84,22.83,9.99,10.12,,247,0,0,0,0,,,,
216,18:58:55,2,,,18,6,1,600,17.49,27.11,13.35,6.01,,255,0,0,0,0,,,,,28,6,1,600,16.84,22.83,9.65,10.30,,248,0,0,0,0,,,,
217,18:58:57,2,,,18,6,1,600,17.49,27.11,13.35,6.19,,255,0,0,0,0,,,,,28,6,1,600,16.84,22.83,9.65,10.47,,248,0,0,0,0,,,,
218,18:58:59,2,,,18,6,1,600,17.49,26.38,13.35,7.07,,0,0,0,0,0,,,,,28,6,1,600,16.84,22.13,9.32,11.32,,249,0,0,0,0,,,,
219,18:59:01,2,,,18,6,1,600,17.49,26.38,13.35,7.22,,0,0,0,0,0,,,,,28,6,1,600,16.84,22.13,9.32,11.47,,249,0,0,0,0,,,,
220,18:59:03,2,,,18,6,1,600,17.49,26.38,13.35,7.37,,0,0,0,0,0,,,,,28,6,1,600,16.84,22.13,9.32,11.62,,249,0,0,0,0,,,,
221,18:59:05,2,,,18,6,1,600,17.49,26.38,13.35,7.52,,1,0,0,0,0,,,,,28,6,1,600,16.84,22.13,9.32,11.77,,250,0,0,0,0,,,,
222,18:59:07,2,,,18,6,1,600,17.49,25.66,13.35,8.39,,1,0,0,0,0,,,,,28,6,1,600,16.84,21.10,8.98,12.95,,250,0,0,0,0,,,,
223,18:59:09,2,,,18,6,1,600,17.49,25.66,13.35,8.69,,2,0,0,0,0,,,,,28,6,1,600,16.84,21.10,8.98,13.25,,251,0,0,0,0,,,,
224,18:59:11,2,,,18,6,1,600,16.84,24.94,13.35,9.41,,2,0,0,0,0,,,,,28,6,1,600,16.84,20.41,8.98,13.94,,251,0,0,0,0,,,,
225,18:59:13,2,,,18,6,1,600,16.84,24.94,13.35,9.86,,3,0,0,0,0,,,,,28,6,1,600,16.84,20.41,8.98,14.39,,252,0,0,0,0,,,,
226,18:59:15,2,,,18,6,1,600,16.84,24.94,13.35,10.01,,3,0,0,0,0,,,,,28,6,1,600,16.84,20.41,8.98,14.54,,252,0,0,0,0,,,,
227,18:59:17,2,,,18,6,1,600,16.84,24.94,13.35,10.46,,4,0,0,0,0,,,,,28,6,1,600,16.84,19.39,8.98,16.01,,253,0,0,0,0,,,,
228,18:59:19,2,,,18,6,1,600,16.84,24.94,13.35,10.76,,4,0,0,0,0,,,,,28,6,1,600,16.84,19.39,8.98,16.31,,253,0,0,0,0,,,,
229,18:59:21,2,,,18,6,1,600,16.84,24.23,13.68,11.92,,5,0,0,0,0,,,,,28,6,1,600,16.84,19.05,8.98,17.10,,254,0,0,0,0,,,,
230,18:59:23,2,,,18,6,1,600,16.84,24.23,13.68,12.07,,5,0,0,0,0,,,,,28,6,1,600,16.84,19.05,8.98,17.25,,254,0,0,0,0,,,,
231,18:59:25,2,,,18,6,1,600,16.84,24.23,13.68,12.37,,6,0,0,0,0,,,,,28,6,1,600,16.84,18.37,8.98,18.23,,255,0,0,0,0,,,,
232,18:59:27,2,,,18,6,1,600,16.84,24.23,13.68,12.52,,6,0,0,0,0,,,,,28,6,1,600,16.84,18.37,8.98,18.38,,255,0,0,0,0,,,,
233,18:59:29,2,,,18,6,1,600,16.84,23.53,13.68,13.52,,7,0,0,0,0,,,,,28,6,1,600,16.84,18.04,9.32,19.01,,0,0,0,0,0,,,,
234,18:59:31,2,,,18,6,1,600,16.84,23.53,13.68,13.67,,7,0,0,0,0,,,,,28,6,1,600,16.84,18.04,9.32,19.16,,0,0,0,0,0,,,,
235,18:59:33,2,,,18,6,1,600,17.49,22.83,14.01,14.52,,8,0,0,0,0,,,,,28,6,1,600,16.84,17.36,9.65,19.99,,0,0,0,0,0,,,,
236,18:59:35,2,,,18,6,1,600,17.49,22.83,14.01,14.67,,8,0,0,0,0,,,,,28,6,1,600,16.84,17.36,9.65,20.14,,1,0,0,0,0,,,,
237,18:59:37,2,,,18,6,1,600,17.49,22.83,14.35,14.82,,9,0,0,0,0,,,,,28,6,1,600,16.84,16.36,10.66,21.29,,1,0,0,0,0,,,,
238,18:59:39,2,,,18,6,1,600,17.49,22.83,14.35,14.97,,9,0,0,0,0,,,,,28,6,1,600,16.84,16.36,10.66,21.44,,2,0,0,0,0,,,,
239,18:59:42,2,,,18,6,1,600,17.49,22.13,15.02,15.82,,9,0,0,0,0,,,,,28,6,1,600,16.84,16.36,10.66,21.59,,2,0,0,0,0,,,,
240,18:59:44,2,,,18,6,1,600,17.49,22.13,15.02,15.97,,10,0,0,0,0,,,,,28,6,1,600,16.84,15.69,12.01,22.41,,3,0,0,0,0,,,,
241,18:59:46,2,,,18,6,1,600,17.49,22.13,15.02,16.12,,10,0,0,0,0,,,,,28,6,1,600,16.84,15.69,12.01,22.56,,3,0,0,0,0,,,,
242,18:59:48,2,,,18,6,1,200,17.49,22.13,16.36,16.42,,11,0,0,0,0,,,,,28,6,1,200,16.84,15.02,15.02,23.53,,4,0,0,0,0,,,,
243,18:59:50,2,,,18,6,1,200,17.49,22.13,16.36,16.57,,11,0,0,0,0,,,,,28,6,1,200,16.84,15.02,15.02,23.68,,4,0,0,0,0,,,,
244,18:59:52,2,,,18,6,1,200,17.49,21.44,18.71,17.39,,12,0,0,0,0,,,,,28,6,1,200,16.84,15.02,15.02,23.68,,4,0,0,0,0,,,,
245,18:59:54,2,,,18,6,1,200,17.49,21.44,18.71,17.51,,12,0,0,0,0,,,,,28,6,1,200,16.84,14.68,17.70,24.27,,5,0,0,0,0,,,,
246,18:59:56,2,,,18,6,1,200,17.49,21.44,18.71,17.64,,12,0,0,0,0,,,,,28,6,1,200,16.84,14.68,17.70,24.40,,5,0,0,0,0,,,,
247,18:59:58,2,,,18,6,1,200,16.84,21.44,22.48,17.76,,13,0,0,0,0,,,,,28,6,1,200,16.84,14.35,21.44,24.85,,6,0,0,0,0,,,,
248,19:00:00,2,,,18,6,1,200,16.84,21.44,22.48,17.76,,13,0,0,0,0,,,,,28,6,1,200,16.84,14.35,21.44,24.85,,6,0,0,0,0,,,,
249,19:00:02,2,,,18,6,1,200,16.84,21.44,24.94,18.06,,14,0,0,0,0,,,,,28,6,1,200,16.84,14.01,23.88,25.49,,7,0,0,0,0,,,,
250,19:00:04,2,,,18,6,1,200,16.84,21.44,24.94,18.21,,14,0,0,0,0,,,,,28,6,1,200,16.84,14.01,23.88,25.64,,7,0,0,0,0,,,,
251,19:00:06,2,,,18,6,1,200,16.84,23.53,27.85,16.27,,15,0,0,0,0,,,,,28,6,1,200,16.84,14.01,26.02,25.79,,8,0,0,0,0,,,,
252,19:00:08,2,,,18,6,1,200,16.84,23.53,27.85,16.42,,15,0,0,0,0,,,,,28,6,1,200,16.84,14.01,26.02,25.94,,8,0,0,0,0,,,,
253,19:00:10,2,,,18,6,1,200,16.84,27.48,29.72,12.77,,16,0,0,0,0,,,,,28,6,1,200,16.84,13.68,28.59,26.57,,9,0,0,0,0,,,,
254,19:00:12,2,,,18,6,1,200,16.84,27.48,29.72,12.92,,16,0,0,0,0,,,,,28,6,1,200,16.84,13.68,28.59,26.72,,9,0,0,0,0,,,,
255,19:00:14,2,,,18,6,1,200,16.84,31.65,31.26,8.88,,17,0,0,0,0,,,,,28,6,1,200,16.84,13.68,30.10,26.85,,9,0,0,0,0,,,,
256,19:00:16,2,,,18,6,1,200,16.84,31.65,31.26,9.00,,17,0,0,0,0,,,,,28,6,1,200,16.84,13.68,30.10,26.97,,10,0,0,0,0,,,,
257,19:00:18,2,,,18,6,1,200,16.84,35.72,33.24,5.18,,17,0,0,0,0,,,,,28,6,1,200,16.84,13.68,31.65,27.22,,10,0,0,0,0,,,,
258,19:00:20,2,,,18,6,1,200,16.84,35.72,33.24,5.31,,18,0,0,0,0,,,,,28,6,1,200,16.84,13.68,31.65,27.35,,11,0,0,0,0,,,,
259,19:00:22,2,,,18,6,1,200,16.84,37.89,34.06,3.26,,18,0,0,0,0,,,,,28,6,1,200,16.84,13.68,32.84,27.47,,11,0,0,0,0,,,,
260,19:00:24,2,,,18,6,1,200,16.84,37.89,34.06,3.39,,19,0,0,0,0,,,,,28,6,1,200,16.84,13.68,32.84,27.60,,12,0,0,0,0,,,,
261,19:00:26,2,,,18,6,1,200,16.84,40.16,35.72,1.39,,19,0,0,0,0,,,,,28,6,1,200,16.84,13.68,32.84,27.72,,12,0,0,0,0,,,,
262,19:00:28,2,,,18,6,1,200,16.84,40.16,35.72,1.54,,20,0,0,0,0,,,,,28,6,1,200,16.84,14.01,34.47,27.69,,13,0,0,0,0,,,,
263,19:00:30,2,,,18,6,1,200,16.84,40.16,35.72,1.54,,20,0,0,0,0,,,,,28,6,1,200,16.84,14.01,34.47,27.69,,13,0,0,0,0,,,,
264,19:00:32,2,,,18,6,1,200,16.84,41.10,36.15,0.75,,21,0,0,0,0,,,,,28,6,1,200,16.84,14.01,35.30,27.84,,14,0,0,0,0,,,,
265,19:00:34,2,,,18,6,1,200,16.84,41.10,36.15,1.03,,21,0,0,0,0,,,,,28,6,1,200,16.84,14.01,35.30,28.11,,14,0,0,0,0,,,,
266,19:00:36,2,,,18,6,1,200,16.84,42.55,37.45,-0.42,,22,0,0,0,0,,,,,28,6,1,200,16.84,14.35,35.72,27.77,,14,0,0,0,0,,,,
267,19:00:38,2,,,18,6,1,200,16.84,42.55,37.45,-0.30,,22,0,0,0,0,,,,,28,6,1,200,16.84,14.35,35.72,27.90,,15,0,0,0,0,,,,
268,19:00:40,2,,,18,6,1,200,16.84,43.04,37.89,-0.67,,22,0,0,0,0,,,,,28,6,1,200,16.84,15.02,37.01,27.35,,15,0,0,0,0,,,,
269,19:00:42,2,,,18,6,1,200,16.84,43.04,37.89,-0.67,,23,0,0,0,0,,,,,28,6,1,200,16.84,15.02,37.01,27.35,,16,0,0,0,0,,,,
270,19:00:44,2,,,18,6,1,172,16.84,44.05,38.78,-1.55,,23,0,0,0,0,,,,,28,6,1,228,16.84,15.35,37.45,27.15,,16,0,0,0,0,,,,
271,19:00:46,2,,,18,6,1,172,16.84,44.05,38.78,-1.40,,24,0,0,0,0,,,,,28,6,1,228,16.84,15.35,37.45,27.30,,17,0,0,0,0,,,,
272,19:00:48,2,,,18,6,1,148,16.84,44.05,39.24,-1.25,,24,0,0,0,0,,,,,28,6,1,228,16.84,16.36,38.33,26.44,,17,0,0,0,0,,,,
273,19:00:50,2,,,18,6,1,148,16.84,44.05,39.24,-1.25,,25,0,0,0,0,,,,,28,6,1,228,16.84,16.36,38.33,26.44,,18,0,0,0,0,,,,
274,19:00:52,2,,,18,6,1,148,16.84,44.05,39.69,-1.25,,25,0,0,0,0,,,,,28,6,1,228,16.84,16.36,38.33,26.44,,18,0,0,0,0,,,,
275,19:00:54,2,,,18,6,1,148,16.84,44.05,39.69,-1.10,,26,0,0,0,0,,,,,28,6,1,228,16.84,17.36,38.78,25.59,,18,0,0,0,0,,,,
276,19:00:56,2,,,18,6,1,148,16.84,44.05,39.69,-1.10,,26,0,0,0,0,,,,,28,6,1,228,16.84,17.36,38.78,25.59,,19,0,0,0,0,,,,
277,19:00:58,2,,,18,6,1,150,16.84,45.09,40.16,-1.99,,27,0,0,0,0,,,,,28,6,1,240,16.84,19.05,39.24,24.05,,19,0,0,0,0,,,,
278,19:01:00,2,,,18,6,1,150,16.84,45.09,40.16,-1.87,,27,0,0,0,0,,,,,28,6,1,240,16.84,19.05,39.24,24.17,,20,0,0,0,0,,,,
279,19:01:02,2,,,18,6,1,150,16.84,45.09,40.16,-1.87,,27,0,0,0,0,,,,,28,6,1,240,16.84,20.75,39.69,22.47,,20,0,0,0,0,,,,
280,19:01:04,2,,,18,6,1,150,16.84,45.09,40.16,-1.74,,28,0,0,0,0,,,,,28,6,1,240,16.84,20.75,39.69,22.60,,21,0,0,0,0,,,,
281,19:01:06,2,,,18,6,1,150,16.84,45.09,40.16,-1.74,,28,0,0,0,0,,,,,28,6,1,240,16.84,20.75,39.69,22.60,,21,0,0,0,0,,,,
282,19:01:08,2,,,18,6,1,150,16.84,45.09,40.62,-1.62,,29,0,0,0,0,,,,,28,6,1,240,16.84,22.13,40.16,21.34,,22,0,0,0,0,,,,
283,19:01:10,2,,,18,6,1,150,16.84,45.09,40.62,-1.62,,29,0,0,0,0,,,,,28,6,1,240,16.84,22.13,40.16,21.34,,22,0,0,0,0,,,,
284,19:01:12,2,,,18,6,1,150,16.84,45.09,41.10,-1.49,,30,0,0,0,0,,,,,28,6,1,240,16.84,24.94,40.62,18.66,,23,0,0,0,0,,,,
285,19:01:14,2,,,18,6,1,150,16.84,45.09,41.10,-1.49,,30,0,0,0,0,,,,,28,6,1,240,16.84,24.94,40.62,18.66,,23,0,0,0,0,,,,
286,19:01:16,2,,,18,6,1,150,16.84,45.09,41.10,-1.37,,31,0,0,0,0,,,,,28,6,1,240,16.84,27.11,40.62,16.61,,23,0,0,0,0,,,,
287,19:01:18,2,,,18,6,1,150,16.84,45.09,41.10,-1.37,,31,0,0,0,0,,,,,28,6,1,240,16.84,27.11,40.62,16.61,,24,0,0,0,0,,,,
288,19:01:20,2,,,18,6,1,150,16.84,45.09,41.58,-1.24,,31,0,0,0,0,,,,,28,6,1,240,16.84,29.34,41.10,14.51,,24,0,0,0,0,,,,
289,19:01:22,2,,,18,6,1,150,16.84,45.09,41.58,-1.24,,32,0,0,0,0,,,,,28,6,1,240,16.84,29.34,41.10,14.51,,25,0,0,0,0,,,,
290,19:01:24,2,,,18,6,1,150,16.84,45.09,41.58,-1.12,,32,0,0,0,0,,,,,28,6,1,243,16.84,31.65,41.58,12.32,,25,0,0,0,0,,,,
291,19:01:26,2,,,18,6,1,150,16.84,45.09,41.58,-0.99,,33,0,0,0,0,,,,,28,6,1,243,16.84,31.65,41.58,12.45,,26,0,0,0,0,,,,
292,19:01:28,2,,,18,6,1,150,16.84,45.09,42.06,-0.87,,33,0,0,0,0,,,,,28,6,1,243,16.84,33.65,41.58,10.57,,26,0,0,0,0,,,,
293,19:01:30,2,,,18,6,1,150,16.84,45.09,42.06,-0.87,,34,0,0,0,0,,,,,28,6,1,243,16.84,33.65,41.58,10.57,,27,0,0,0,0,,,,
294,19:01:32,2,,,18,6,1,150,16.84,45.61,42.55,-1.26,,34,0,0,0,0,,,,,28,6,1,243,16.84,33.65,41.58,10.70,,27,0,0,0,0,,,,
