CH Name,D_정면,D_측면,D_1R,D_2R,D_3R,S_정면,S_측면,S_1R,S_2R,S_3R,aa,bb,dd,cc,gg,hh,rr,ee,ww,ll
CH No.,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26
221,1,2.3,1.7,2.1,1,0.8,2.4,2.4,1.3,1.1,53,53,120,53,120,120,105,120,120,120
222,1,2.1,1.8,2.2,1,0.8,2.4,2.1,1.3,1.1,53,53,120,53,120,120,105,120,120,120
223,1.1,2.3,1.8,2.1,1.1,0.7,2.4,2.3,1.4,1.4,53,53,120,53,120,120,105,120,120,120
224,1.1,2.2,1.7,2.1,1.1,0.8,2.4,2.3,1.3,1.1,53,53,120,53,120,120,105,120,120,120
225,1.1,2.2,1.7,2.1,1,0.8,2.5,2.3,1.4,1.1,53,53,120,53,120,120,105,120,120,120
226,1.2,2.2,1.6,2.2,1.1,0.8,2.4,2.2,1.4,1.1,53,53,120,53,120,120,105,120,120,120
227,1.1,2.1,1.8,2.3,1.1,0.9,2.6,2.3,1.3,1.2,53,53,120,53,120,120,105,120,120,120
228,1,2.1,1.6,2.1,1.1,0.9,2.4,2.3,1.4,1.1,53,53,120,53,120,120,53,120,120,120
229,1.1,2.1,1.8,2.1,1.1,0.9,2.3,2.2,1.4,1,53,53,120,53,120,120,105,120,120,120
230,1,2.2,1.9,2.2,1.1,0.9,2.3,2.3,1.4,1.1,53,53,120,53,120,120,53,120,120,120
231,1,2.1,1.8,2.1,1.1,0.9,2.4,2.1,1.4,1.2,120,53,120,53,120,120,105,120,120,120
232,1.1,2.2,1.9,2.2,1.2,0.7,2.3,2.1,1.3,1.1,53,53,120,53,120,120,105,120,120,120
233,1.2,2.3,1.7,2.1,1.1,0.9,2.5,2.2,1.3,1.2,53,53,120,53,120,120,53,120,120,120
234,1,2.3,1.8,2.1,1,0.8,2.4,2.2,1.2,1,53,53,120,53,120,120,105,120,120,120
235,1.1,2.4,1.8,2.1,1.1,1,2.4,2.3,1.4,1.1,53,53,120,53,120,120,105,120,120,120
236,1.1,2.2,1.7,2.1,1.1,0.8,2.4,2.4,1.3,1.1,53,53,120,53,53,120,53,120,120,120
237,1,2.3,1.8,2.2,1,0.8,2.3,2.3,1.2,1.1,53,53,120,53,53,120,105,120,120,120
238,1,2.2,1.7,2.1,1.1,0.9,2.4,2,1.3,1.2,53,53,120,53,53,120,53,120,120,120
239,0.9,2.2,1.6,2.2,1.2,0.8,2.3,2.1,1.4,1.1,53,53,158,53,53,120,53,53,120,120
240,0.9,2,1.8,2.1,1.2,0.7,2.3,2.2,1.4,1,53,53,158,53,53,360,53,53,120,120
241,1,2.1,1.7,2.2,1,0.8,2.3,2.1,1.4,1.1,53,53,158,53,53,120,53,53,120,120
242,0.9,2,1.7,2.1,0.9,0.7,2.2,2.1,1.2,1.2,53,53,158,53,53,360,105,53,120,120
243,1,2.1,1.6,2.1,1,0.7,2.2,2.1,1.3,1.2,53,53,158,53,53,360,53,53,120,120
244,0.9,2.1,1.5,2.3,1.1,0.7,2.1,2,1.3,1.3,53,53,158,53,53,360,53,53,120,120
245,1,2,1.6,2.1,0.9,0.6,2.2,2.1,1.2,1.1,53,53,158,53,53,360,53,53,120,120
246,0.9,2,1.7,2,1.1,0.7,2.3,1.9,1.4,1.2,53,53,158,53,53,360,53,53,120,120
247,0.9,1.9,1.6,2,1.1,0.7,2.3,2,1.4,1.1,53,53,158,53,53,360,53,53,120,120
248,0.9,2.1,1.7,2.1,1,0.6,2.4,2.1,1.4,1.1,53,53,158,53,53,360,105,53,120,120
249,0.9,2,1.7,2,1.1,0.7,2.3,2,1.4,1.2,53,53,158,53,53,360,53,53,120,120
250,0.9,2.1,1.6,2.2,1,0.6,2.3,1.9,1.3,1.1,53,53,158,53,53,360,105,53,120,120
251,1,2.1,1.7,2.3,1,0.8,2.4,2,1.5,1.1,53,53,158,53,53,360,105,53,120,120
252,1,2,1.6,2.1,0.9,0.8,2.2,2,1.2,1.3,53,53,158,53,53,360,53,53,120,120
253,1,2,1.6,2.1,1,0.8,2.3,1.9,1.2,1.2,53,53,158,53,53,360,105,53,120,120
254,1,2,1.7,2.2,1.1,0.7,2.3,2.1,1.3,1.3,53,53,158,53,53,360,53,53,120,120
255,0.9,2.1,1.5,2,1.1,0.7,2.2,1.9,1.3,1.2,53,53,160,53,53,360,53,53,120,120
256,0.9,1.9,1.3,2,1.1,0.7,2.3,2,1.2,1.2,54,54,54,54,54,360,54,54,120,120
257,0.8,1.9,1.5,1.9,1.4,0.7,2.4,2.2,1.1,1.2,55,55,55,55,55,360,55,55,120,120
258,0.8,2.1,1.4,1.7,1.6,0.7,2.7,2.5,1,1.3,56,56,56,56,56,360,56,56,120,56
259,0.9,1.8,1.2,1.7,1.3,0.8,2.9,2.6,1.1,1.5,57,57,120,57,57,360,57,57,120,57
260,0.8,1.8,1.2,1.6,1.3,0.7,3.4,2.8,1,1.4,58,58,120,58,58,360,58,58,120,58
261,0.8,1.9,1.2,1.4,1.3,0.7,3.9,2.9,1,1.5,59,59,119,59,59,360,59,59,120,59
262,0.7,1.7,1,1.1,1,0.8,4.1,2.6,1.1,1.5,121,61,121,60,60,360,60,60,60,60
263,0.9,2.5,1.6,1.6,1.1,0.7,5.8,2.8,1.4,1.6,120,61,123,61,61,120,61,61,61,61
264,0.9,2.8,1.8,1.4,1.3,0.9,6.5,3.4,1.5,2,125,62,125,62,62,360,62,62,62,62
265,0.9,3,1.7,1.2,1.2,0.8,7,3.1,1.7,1.9,127,63,127,63,63,360,63,63,63,63
266,0.9,3.2,1.7,1.2,1.1,1,7.1,3,1.6,2,64,64,129,65,64,360,64,64,64,64
267,1,3.1,1.7,1.1,1.1,0.8,7,3,1.5,1.9,65,65,65,65,65,360,65,65,65,65
268,1,3.2,1.7,1.3,1.3,0.8,7.1,2.9,1.5,1.9,65,65,65,65,65,360,65,65,65,65
269,0.9,3.3,1.7,1.3,1.2,0.8,7.2,2.8,1.6,2,65,65,65,65,65,360,65,65,65,65
270,1,3.1,1.8,1.3,1.2,1,7.1,2.7,1.7,1.9,65,65,65,65,65,360,65,65,65,65
271,1,3.3,1.8,1.6,1.3,0.9,7,2.9,1.5,2.1,65,65,65,65,65,120,65,65,65,65
272,0.9,3.2,1.6,1.3,1.2,0.8,7.2,3,1.8,1.9,65,65,65,65,65,120,65,65,65,65
273,0.9,3.3,1.7,1.2,1.1,0.9,7.2,3,1.5,1.9,65,65,65,65,65,120,65,65,65,65
274,0.9,3.3,1.7,1.4,1.2,0.9,7.1,3.1,1.6,2,65,65,65,65,65,120,65,65,65,65
275,1,3.4,1.7,1.2,1.3,0.8,7.4,3.2,1.6,1.9,65,65,65,65,65,120,65,65,65,65
276,1,3.3,1.8,1.2,1.2,0.8,7.4,3.2,1.7,2.2,65,65,65,65,65,360,65,65,65,65
277,1,3.5,1.7,1.1,1.6,1,7.4,3.4,1.4,1.9,65,65,65,65,65,360,65,65,65,65
278,1,3.4,1.7,1.3,1.2,0.9,7.5,3.1,1.5,2,65,65,65,65,65,360,65,65,65,65
279,1.1,3.3,1.7,1.1,1.2,0.9,7.2,3.1,1.6,1.9,65,65,65,65,65,360,65,65,65,65
280,0.9,3.4,1.8,1.1,1.3,0.8,7,3.2,1.7,1.9,65,65,65,65,65,360,65,65,65,65
281,1.1,3.3,1.7,1.2,1.3,0.8,7.1,3.3,1.7,1.9,65,65,65,65,65,360,65,65,65,65
282,0.9,3.4,1.7,1.1,1.2,0.9,7.4,3.4,1.7,2,65,65,65,65,65,120,65,65,65,65
283,1,3.4,1.8,1.2,1.4,0.8,7.1,3,1.7,2.1,65,65,65,65,65,120,65,65,65,65
284,0.9,3.4,1.8,1.3,1.3,0.9,7.2,3.1,1.7,2,65,65,65,65,65,120,65,65,65,65
285,1,3.6,1.6,1.5,1.2,0.9,7,2.9,1.6,1.9,65,65,65,65,65,120,65,65,65,65
286,1.1,3.6,1.8,1.4,1.3,0.8,6.8,2.8,1.5,1.6,66,66,66,66,66,120,66,66,66,66
287,1.5,4,1.8,1.7,1.3,0.7,5.9,2.5,1.6,1.4,67,67,67,67,67,120,67,67,67,67
288,1.5,4.2,2,1.3,1.4,0.9,4.9,2.2,1.2,1.1,68,68,68,68,68,120,68,68,68,120
289,1.6,4.7,2.3,1.5,1.3,1,4.5,2,1.3,1.2,69,69,69,69,69,120,69,69,120,120
290,1.8,5.3,2.9,1.8,1.3,0.8,3.9,1.9,1.2,1.2,70,70,70,70,70,120,70,120,120,120
291,2,5.5,3.1,1.8,1.2,0.9,3.3,1.7,1,1.1,71,71,71,71,71,120,71,120,120,120
292,2.5,5.7,2.9,2.3,1,0.8,3.4,1.5,1.1,1.1,72,72,72,72,120,120,72,120,120,120
293,2.9,7,3,2.1,1.1,0.9,3.3,1.7,0.9,0.8,73,73,73,73,120,120,73,120,120,120
294,3.1,7.4,3.5,2.4,1,0.8,3.1,1.4,1,0.9,74,74,74,74,74,120,74,120,120,120
295,3.4,7.5,3.6,2.7,1.3,0.9,2.9,1.4,1.1,1.1,75,75,75,75,75,120,75,120,120,120
296,3.4,6.8,3.6,2.9,1.3,0.8,2.6,1.6,1,1.1,76,76,76,76,76,120,76,120,120,120
297,3.5,7.1,3.2,2.5,1.1,0.8,2.6,1.3,1,1.1,77,77,77,77,77,120,77,120,120,120
298,3.5,7,3.3,2.6,1.2,0.8,2.6,1.5,0.9,1,77,77,77,77,77,120,77,120,120,120
299,3.5,7.1,3.2,2.4,1.2,0.9,2.5,1.6,1,1.3,77,77,77,77,77,120,77,120,120,120
300,3.6,7.5,3.5,2.7,1.2,1.3,2.6,1.7,1,1.2,77,77,77,77,77,120,77,120,120,120
301,3.7,7.1,3.3,2.6,1.1,0.9,2.5,1.4,0.9,1.1,77,77,77,77,77,120,77,120,120,120
302,3.6,7.1,3.3,2.6,1.1,1,2.6,1.5,0.9,1.2,77,77,77,77,77,120,77,120,120,120
303,3.7,7.1,3.3,2.7,1.1,0.8,2.7,1.5,0.9,1.2,77,77,77,77,77,120,77,120,120,120
304,3.5,7.2,3.2,2.7,1.2,0.9,2.6,1.5,1,1.2,77,77,77,77,77,120,77,120,120,120
305,3.6,7.2,3.3,2.8,1.1,1,2.5,1.7,1,1.3,77,77,77,77,77,120,77,120,120,120
306,3.6,7,3.4,2.6,1.1,0.8,2.5,1.7,0.9,1.2,77,77,77,77,77,120,77,120,120,120
307,3.7,7.1,3.2,2.7,1.1,0.8,2.7,1.7,1,1.3,77,77,77,77,77,120,77,120,120,120
308,3.6,7.2,3.3,2.7,1.2,0.7,2.6,1.9,1,1.3,77,77,77,77,77,120,77,120,120,120
309,3.6,7.1,3.4,2.5,1.2,0.9,2.7,1.5,1.1,1.3,77,77,77,77,77,120,77,120,120,120
310,3.6,7.4,3.3,2.6,1.2,0.9,2.6,1.8,1.1,1.3,77,77,77,77,77,120,77,120,120,120
311,3.7,7.4,3.5,2.6,1.2,0.8,2.8,1.6,1.2,1.4,77,77,77,77,77,120,77,120,120,120
312,3.7,7.1,3.4,2.8,1.3,0.8,2.8,2,1.3,1.4,77,77,77,77,77,120,77,120,120,120
313,3.8,7.2,3.3,2.6,1.2,0.9,2.6,1.6,1.1,1.4,77,77,77,77,77,120,77,120,120,120
314,3.8,7.3,3.4,2.5,1.1,0.9,2.7,1.5,1.1,1.2,77,77,77,77,77,120,77,120,120,120
315,3.8,7.1,3.5,2.6,1.3,1,2.7,1.7,1.3,1.4,77,77,77,77,77,120,77,120,120,120
316,3.6,6.6,3.4,2.6,1.1,1,2.7,1.7,1.2,1.4,78,78,78,78,78,120,78,120,120,120
317,3.4,5.4,2.8,1.9,1.2,0.9,2.3,1.8,1.2,1.7,79,79,79,79,79,120,79,120,120,120
318,3.9,6.3,2,2.4,1.1,0.9,2.3,1.5,1.2,1.3,80,80,80,80,80,120,80,120,120,120
319,3.8,6.1,1.7,2,0.9,0.8,2.2,1.4,1.2,1.4,81,81,81,81,120,120,81,120,120,120
320,3.6,5.6,1.9,2,0.9,0.9,2.2,1.7,1.2,1.4,82,82,82,82,120,120,82,120,120,120
321,4.1,6,2.2,2,0.9,1.1,2,1.5,1.1,1.1,83,83,83,83,120,120,83,120,120,120
322,4.4,6.4,1.9,2.2,1,0.9,1.8,1.6,1.1,1,84,84,84,84,120,120,84,120,120,120
323,4.6,6.9,1.9,2.4,0.8,0.8,1.6,1.4,1.1,1.6,85,85,85,85,120,120,85,120,120,120
324,5.3,7.5,2.2,2.4,0.9,0.9,1.9,1.5,1.4,1.3,86,86,86,86,120,120,86,120,120,120
325,5.2,7.5,2.3,2.5,0.8,0.8,1.7,1.3,1.5,1.5,87,87,87,87,120,120,87,120,120,120
326,4.6,6.6,2.4,2.1,0.9,0.8,1.7,1.5,1.6,1.4,88,88,88,88,120,120,88,120,120,120
327,4,5.7,2.1,1.7,1,0.8,1.7,1.4,1.5,1.5,89,89,89,89,120,120,89,120,120,120
328,4.1,5.8,2.1,1.7,0.8,0.9,1.7,1.5,1.5,1.3,89,89,89,89,120,120,89,120,120,120
329,4.1,6,2.2,1.6,0.9,0.9,1.7,1.5,1.6,1.3,89,89,89,89,120,120,89,120,120,120
330,4.2,6,2.1,1.9,0.9,0.9,1.8,1.5,1.6,1.3,89,89,89,89,120,120,89,120,120,120
331,4.3,5.8,2.2,1.9,0.8,0.9,1.7,1.4,1.5,1.4,89,89,89,89,120,120,89,120,120,120
332,4.3,6.1,2.1,2.1,0.9,0.9,1.6,1.3,1.4,1.3,89,89,89,89,120,120,89,120,120,120
333,4.5,6.3,2.2,2.1,1,0.9,1.7,1.5,1.6,1.4,89,89,89,89,120,120,89,120,120,120
334,4.3,6.2,2.3,2.3,1,0.9,1.8,1.2,1.8,1.4,89,89,89,89,120,120,89,120,120,120
335,4.4,6,2.2,2.1,0.9,0.8,1.7,1.4,1.7,1.3,89,89,89,89,120,120,89,120,120,120
336,4.4,6.5,2.3,2.1,1,1,1.6,1.6,1.3,1.2,89,89,89,89,120,120,89,120,120,120
337,4.4,6.4,2.2,1.9,0.9,0.8,1.6,1.4,1.5,1.4,89,89,89,89,120,120,89,120,120,120
338,4.5,6.4,2.2,2.2,0.9,0.8,1.7,1.6,1.8,1.4,89,89,89,89,120,120,89,120,120,120
339,4.6,6.4,2.2,2.2,1,0.9,1.8,1.6,1.6,1.4,89,89,89,89,120,120,89,120,120,120
340,4.3,6.4,2.2,2,0.9,1,2,1.6,1.8,1.5,89,89,89,89,120,120,89,120,120,120
341,4.4,6.3,2.4,2.1,1,1.1,1.7,1.6,1.6,1.3,89,89,89,89,120,120,89,120,120,120
342,4.5,6.6,2.2,1.8,0.9,0.9,1.8,1.7,1.5,1.5,89,89,89,89,120,120,89,120,120,120
343,4.3,6.3,2.2,1.9,1,0.9,1.7,1.6,1.5,1.6,89,89,89,89,120,120,89,120,120,120
344,4.3,6.5,2.2,1.8,1.1,0.7,1.8,1.7,1.5,1.4,89,89,89,89,120,120,89,120,120,120
345,4.3,6.6,2.4,1.9,1,0.8,1.7,1.6,1.4,1.4,89,89,89,89,120,120,89,120,120,120
346,3.9,5.7,2.2,2.1,0.9,0.8,1.8,1.5,1.5,1.3,90,90,90,90,120,120,90,120,120,120
347,3.3,5,2.1,2.1,0.8,0.8,1.9,1.4,1.7,1.2,91,91,91,91,120,120,91,120,120,120
348,3.2,4.6,2.1,2.4,0.9,0.9,1.9,1.6,1.9,1.4,92,92,92,34,120,120,92,120,120,120
349,3,4.5,2.2,2,0.9,0.9,1.7,1.6,1.7,1.2,92,92,92,35,120,120,92,120,120,120
350,3.1,4.5,2.1,2.3,1,1,2,1.6,1.7,1.3,92,92,92,36,120,120,92,120,120,120
351,3,4.4,2.1,2.2,1,0.9,1.7,1.5,1.7,1.2,92,92,92,38,120,120,92,120,120,120
352,3,4.3,2.1,2.1,0.9,0.9,1.7,1.6,1.6,1.1,92,92,92,92,120,120,92,120,120,120
353,3,4.6,2,1.6,1,0.8,1.9,1.5,1.6,1.2,92,92,92,92,120,120,92,120,120,120
354,2.9,4.5,1.9,1.9,0.9,0.8,1.8,1.5,1.5,1.3,92,92,92,92,120,120,92,120,120,120
355,2.8,4.6,2.1,1.7,1,0.9,1.8,1.6,1.5,1.3,92,92,92,92,120,120,92,120,120,120
356,2.9,4.3,2.1,1.4,0.9,0.9,1.9,1.6,1.6,1.5,92,92,92,92,120,120,92,120,120,120
357,2.7,4.3,1.9,1.6,0.9,0.8,1.7,1.8,1.4,1.4,92,92,92,92,120,120,92,120,120,120
358,2.9,4.4,2.1,1.5,0.9,0.9,1.8,1.6,1.5,1.4,92,92,92,92,120,120,92,120,120,120
359,2.7,4.5,1.9,1.3,1.1,1,1.9,1.7,1.5,1.4,92,92,92,92,120,120,92,120,120,120
360,3,4.7,2,1.7,1.1,0.9,2,1.7,1.7,1.5,92,92,92,92,120,120,92,120,120,120
361,2.9,4.6,2.1,1.7,0.9,0.7,1.9,1.7,1.6,1.4,92,92,92,92,120,120,92,120,120,120
362,3,4.9,2.1,1.7,1,0.9,2.1,1.7,1.9,1.6,92,92,92,92,120,120,92,120,120,120
363,3.2,4.5,2,1.7,0.9,0.8,1.9,1.4,1.6,1.3,92,92,92,92,120,120,92,120,120,120
364,3,4.8,1.9,1.6,0.9,0.7,1.8,1.4,1.4,1.3,92,92,92,92,120,120,92,120,120,120
365,2.9,4.8,2,1.7,1,0.8,1.9,1.4,1.7,1.2,92,92,92,92,120,120,92,120,120,120
366,3.1,4.9,1.9,2.1,0.9,0.7,1.6,1.4,1.7,1.3,92,92,92,35,120,120,92,92,120,120
367,2.9,4.7,1.9,1.3,0.9,0.9,1.7,1.3,1.4,1.4,92,92,92,92,120,120,92,92,120,120
368,4.3,6,2.1,1.8,0.8,0.7,1.7,1.4,1.5,1.3,91,91,91,91,120,120,91,360,120,120
369,4.9,7.5,2.2,1.9,1.1,0.8,1.7,1.3,1.5,1.5,89,89,89,89,120,120,89,89,120,120
370,4.8,7.6,2.2,2,1.1,1,1.6,1.5,1.6,1.5,89,89,89,89,120,120,89,89,120,120
371,4.8,7.2,2.3,2,0.9,0.7,1.6,1.5,1.5,1.4,89,89,89,89,12,240,89,89,120,120
372,4.6,7.2,2.2,1.9,1,0.8,1.6,1.3,1.5,1.6,89,89,89,89,12,240,89,89,120,120
373,4.9,7.2,2.3,2,0.9,0.7,1.8,1.6,1.6,1.6,89,89,89,89,12,120,89,89,120,120
374,5,7.2,2.1,1.9,0.9,0.7,1.7,1.5,1.7,1.6,89,89,89,89,12,360,89,89,120,120
375,4.7,7.3,2.4,1.8,0.9,0.8,1.6,1.6,1.6,1.5,89,89,89,89,12,360,89,89,120,120
376,5,7.5,2.3,2.1,0.9,0.8,1.9,1.4,1.6,1.6,89,89,89,89,12,240,89,89,120,120
377,4.7,7,2.1,1.9,1,0.8,1.8,1.4,1.5,1.6,89,89,89,89,120,240,89,89,120,120
378,4.7,7.2,2.2,1.9,1,0.8,1.7,1.7,1.4,1.7,89,89,89,89,12,120,89,89,120,120
379,4.9,7,2.3,1.9,0.9,0.8,1.7,1.3,1.6,1.5,89,89,89,89,12,110,89,89,89,120
380,4.8,7.3,2.2,2.2,0.8,0.8,1.7,1.5,1.6,1.4,89,89,89,89,12,120,89,89,89,120
381,4.9,7.4,2.2,2.3,1,0.7,1.7,1.7,1.4,1.6,89,89,89,89,12,120,89,89,12,120
382,5.1,7.7,2.3,2.3,1,0.9,1.8,1.6,1.5,1.6,89,89,89,89,12,360,89,89,12,178
383,4.8,7.3,2.3,2.2,1,0.7,1.8,1.5,1.6,1.5,89,89,89,89,12,120,89,120,89,178
384,5.1,7.6,2.4,2.3,0.9,0.9,1.7,1.3,1.4,1.4,89,89,89,89,120,120,89,120,89,178
385,5.1,7.4,2.3,2,1.1,0.8,1.8,1.6,1.5,1.5,89,89,89,89,12,120,89,120,12,178
386,4.9,7.3,2.4,2,1,0.8,1.7,1.5,1.5,1.3,89,89,89,89,12,120,89,120,89,178
387,4.9,7.3,2.3,2,0.9,0.8,1.9,1.8,1.6,1.7,89,89,89,89,120,120,89,120,89,178
388,5.2,7.6,2.5,2.5,0.9,0.8,1.8,1.7,1.5,1.4,89,89,89,89,120,120,89,120,89,178
389,4.9,7.5,2.4,2,1,0.8,1.7,1.6,1.4,1.4,89,89,89,89,12,120,89,120,12,178
390,5,7.6,2.5,2.2,0.8,0.7,1.8,1.4,1.5,1.3,89,89,89,89,12,120,89,120,89,178
391,4.9,7.4,2.5,2,1,0.9,1.7,1.4,1.3,1.3,89,89,89,89,12,120,89,120,12,120
392,5,7.4,2.4,2.1,0.9,1,1.8,1.5,1.6,1.2,89,89,89,89,120,120,89,120,120,120
393,5,7.3,2.3,2.2,0.9,0.8,1.7,1.6,1.3,1.3,89,89,89,89,120,120,89,120,89,120
394,4.8,7.3,2.4,2.1,1,0.7,1.7,1.5,1.3,1.3,89,89,89,89,120,120,89,120,89,120
395,4.8,7.1,2.3,2.2,0.8,0.8,1.8,1.7,1.5,1.4,89,89,89,89,120,120,89,120,89,120
396,4.7,7.3,2.3,2,0.9,0.8,1.9,1.7,1.7,1.3,89,89,89,89,120,120,89,120,89,178
397,4.8,7,2.3,2,0.8,0.8,1.7,1.4,1.4,1.4,89,89,89,89,120,120,89,120,89,178
398,5.1,6.9,2.2,2.1,0.9,0.8,1.9,1.6,1.5,1.4,89,89,89,89,120,120,89,120,89,178
399,4.6,6.9,2.2,2,0.8,1,1.7,1.4,1.4,1.2,89,89,89,89,120,120,89,120,89,178
400,4.7,7,2.5,1.9,1,1,1.8,1.8,1.5,1.4,89,89,89,89,120,120,89,120,89,178
401,4.7,7.4,2.2,1.9,0.8,0.8,1.6,1.7,1.4,1.5,89,89,89,89,120,120,89,120,89,178
402,4.8,7.6,2.5,2.1,1,1,1.7,1.5,1.5,1.4,89,89,89,89,120,120,89,120,120,120
403,4.8,7.4,2.4,2.2,0.9,1,1.6,1.6,1.7,1.5,89,89,89,89,120,120,89,120,120,120
404,4.9,7.2,2.5,2.5,0.9,0.9,1.9,1.7,1.6,1.5,89,89,89,89,120,120,89,120,120,120
405,5,7.4,2.3,2.6,0.9,1,2.1,1.5,1.5,1.5,89,89,89,89,120,120,89,120,120,120
406,5.2,7.6,2.6,2.7,1,1,1.7,1.4,1.7,1.5,89,89,89,89,120,120,89,120,120,120
407,4.9,7.3,2.4,2.3,1,0.9,1.7,1.6,1.4,1.6,89,89,89,89,120,120,89,120,120,120
408,4.8,7.3,2.4,2.1,0.9,0.8,1.7,1.6,1.8,1.4,89,89,89,89,120,120,89,120,120,120
409,4.9,7.2,2.4,2.6,1.1,1,1.7,1.5,1.5,1.5,89,89,89,89,120,120,89,120,120,120
410,4.9,7.3,2.5,2.1,0.9,0.9,1.7,1.7,1.6,1.6,89,89,89,89,120,120,89,120,120,120
411,4.8,7,2.3,2,0.9,0.9,2,1.9,1.7,1.6,89,89,89,89,120,120,89,120,120,120
412,4.6,7.2,2.4,2.1,0.9,0.9,1.7,1.5,1.7,1.4,89,89,89,89,120,120,89,120,120,120
413,4.9,7.2,2.3,2.1,1,0.9,1.6,1.6,1.6,1.6,89,89,89,89,120,120,89,120,120,120
414,4.6,6.8,2.3,2.2,1,0.9,1.5,1.6,1.5,1.6,89,89,89,89,120,120,89,89,120,120
415,4.9,7.4,2.3,2,1,0.9,1.6,1.5,1.5,1.4,89,89,89,89,120,120,89,89,120,120
416,4.9,7.1,2.3,2.1,0.9,0.8,1.6,1.3,1.4,1.5,89,89,89,89,120,120,89,89,120,120
417,4.7,7.2,2.3,2,1,0.7,1.5,1.4,1.4,1.6,89,89,89,89,120,120,89,89,120,120
418,4.9,7.2,2.3,2.2,1,0.8,1.8,1.5,1.6,1.5,89,89,89,89,120,120,89,89,120,120
419,4.7,7.1,2.2,1.9,0.8,0.8,1.8,1.5,1.4,1.5,89,89,89,89,120,120,89,89,120,120
420,4.8,7.1,2.2,2,0.9,0.7,1.7,1.5,1.6,1.5,89,89,89,89,120,120,89,89,120,120
421,4.9,7.3,2.4,2.1,0.9,0.8,1.7,1.5,1.4,1.6,89,89,89,89,120,360,89,89,120,120
422,4.8,7.3,2.2,2.1,0.9,0.8,1.6,1.4,1.4,1.5,89,89,89,89,120,360,89,89,120,120
423,4.9,7.4,2.4,2.1,0.9,0.9,1.7,1.6,1.5,1.6,89,89,89,89,120,360,89,89,120,120
424,4.7,7.1,2.3,2.1,0.9,0.8,1.8,1.6,1.5,1.5,89,89,89,89,120,240,89,89,120,120
425,4.9,7.4,2.3,2.1,0.9,0.8,1.7,1.7,1.4,1.6,89,89,89,89,120,120,89,89,120,120
426,5,7.3,2.4,2.1,0.9,0.7,1.5,1.3,1.3,1.4,89,89,89,89,120,120,89,89,120,120
427,4.8,7.2,2.3,1.9,0.9,0.8,1.7,1.5,1.4,1.4,89,89,89,89,120,120,89,89,89,178
428,4.8,7,2.2,2.2,0.9,1,1.6,1.5,1.5,1.5,89,89,89,89,120,120,89,89,89,178
429,4.8,7.2,2.4,2.1,0.8,0.8,1.7,1.6,1.6,1.6,89,89,89,89,120,120,89,89,89,178
430,4.8,7.3,2.1,2.2,0.9,0.8,1.7,1.6,1.7,1.7,89,89,89,89,120,120,89,89,89,178
431,4.7,7.2,2.3,2,1,0.9,1.7,1.5,1.4,1.5,89,89,89,89,120,120,89,89,89,178
432,5.2,7.6,2.2,2.6,0.9,0.9,1.7,1.6,1.6,1.6,89,89,89,89,120,120,89,89,89,178
433,4.9,7.2,2.3,2.3,1,0.9,1.9,1.6,1.7,1.6,89,89,89,89,120,120,89,89,89,178
434,4.7,7.2,2.3,2.3,0.9,0.8,1.7,1.4,1.3,1.4,89,89,89,89,120,120,89,89,89,178
435,4.8,7.4,2.3,2,1,1,1.7,1.7,1.5,1.5,89,89,89,89,120,120,89,89,89,178
436,4.8,7.3,2.3,2.1,0.8,0.9,1.7,1.5,1.7,1.5,89,89,89,89,120,120,89,89,89,178
437,4.9,7.3,2.3,2.2,1,0.9,1.8,1.5,1.5,1.6,89,89,89,89,120,120,89,89,89,178
438,4.9,7.4,2.4,2,0.9,0.9,1.7,1.6,1.6,1.7,89,89,89,89,120,120,89,120,89,178
439,4.8,7.4,2.3,1.9,0.9,0.8,1.7,1.4,1.4,1.6,89,89,89,89,120,120,89,120,89,178
440,4.8,7.3,2.2,2.1,0.9,0.8,1.9,1.7,1.5,1.6,89,89,89,89,120,120,89,120,89,178
441,4.8,7.3,2.4,2.1,1,0.9,1.8,1.7,1.5,1.5,89,89,89,89,120,120,89,120,89,178
442,5,7.4,2.3,2.8,1,0.8,1.8,1.6,1.6,1.5,89,89,89,89,120,120,89,89,89,178
443,5,7.4,2.3,2.6,1,1,1.7,1.6,1.4,1.5,89,89,89,89,120,120,89,120,89,178
444,5.1,7.4,2.7,2.9,1,1,1.6,1.4,1.6,1.6,89,89,89,89,120,120,89,120,89,178
445,5.2,7.5,2.3,2.7,0.9,0.8,1.7,1.6,1.5,1.6,89,89,89,89,120,120,89,120,89,178
446,5.5,7.5,2.4,3.5,1,0.9,1.8,1.5,1.7,1.5,89,89,89,89,120,120,89,120,89,178
447,5.2,7.6,2.4,2.6,0.9,0.9,1.8,1.9,1.5,1.6,89,89,89,89,120,120,89,120,89,178
448,5.2,7.3,2.5,2.4,0.8,0.9,1.6,1.6,1.6,1.6,89,89,89,89,120,120,89,120,89,178
449,4.9,7.3,2.4,2.3,0.9,0.8,1.7,1.6,1.6,1.5,89,89,89,89,120,120,89,120,89,178
450,5.1,7.6,2.4,2.8,0.8,0.9,1.8,1.5,1.6,1.5,89,89,89,89,120,120,89,120,89,178
