siter,time,운전모드,Error,ErrorUnit,COMP모드,COMP최대,COMP최소,MAX제한사유,EEV모드,FAN 퍼지목표,COMP정시제어주기,COMP퍼지증분,EEV제어주기,EEV정시제어주기,EEV퍼지증분,EEV정시증분,제상단계,약계자제어,예열운전1,예열운전2,LOW AMBIENT운전,CT제한,방열판 제한,과전류 제어,과부하 제어,ACM,통신시도,RESET TIMER,대기전력상태,DC PEAK,DCLINK 에러,COMP실패 에러,CT2 에러,PFC 실패,실외FAN LOCK,INV토출카운트,HEATSINK카운트,COMP과전류,CPIPE카운트,고압스위치에러,실내기운전용량합,Unnamed: 42,Unnamed: 43,Unnamed: 44,siter,time,운전모드,Error,ErrorUnit,용량1,모드1,풍량1,EEV1,공기1,배관in1,배관out1,SC/SH1,추가정보1,통신1,CEN1,에러1,습도1,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,siter,time,운전모드,Error,ErrorUnit,목표고압,목표저압,INV1토출목표,Unnamed: 8,현재고압,현재저압,COMP기준,Unnamed: 12,압축비,설정온도차,Unnamed: 15,Unnamed: 16,PC CTRL,운전상태 유지,4WAY,HOT GAS,SUMP HEAT,Cooling Fan,오일분리기,POWERRELAY,PFC,PFC CTRL,COP,DEFROSTING,OIL REFUREL,OIL RETURN,FAN1 H,FAN1 L,FAN2 H,FAN2 L,Unnamed: 35,Unnamed: 36,INV 목표,INV 현재,FAN 목표,FAN 현재,FAN2 목표,FAN2 현재,Main EEV,COMP운전,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,공기온도,흡입온도,응축온도,증발온도,INV 토출온도,열교환기온도,열교환기출구,Comp Heatsink,INV토출과열도,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,siter,time,운전모드,Error,ErrorUnit,INV 입력전류,INV 입력전압,INV전원주파수,소비전력,INV1 목표DC,INV DC전압,전류 기준,Q축 기준,Q축 전류,D축 기준,D축 전류,INV 제한사유,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Comp. 과부하,Comp. 과전류,Heatsink제한,예열운전,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33
7680,12:42:55,1,,,2,23,1,실외온도제한,4,0,47,2,6,13,0,0,0,0,0,0,0,0,0,0,0,0,163,255,0,0,0,36,0,1,9,63,1,20,4,203,24,,,,7680,12:42:55,1,,,24,5,3,86,27.93,11.0,10.66,-0.34,,99,0,0,220,,,,,,7680,12:42:55,1,,,0,0,69,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,42,42,750,750,0,0,86,255,,,,,,,39.3,220.0,-48.7,-50.3,67.0,41.1,40.2,51.0,115.7,,,,,,,,,,,,,7680,12:42:55,1,,,5.4,176,60,0.96,300,310,6.2,6.0,6.0,1.4,0.6,TO,,,,,,,,,,0,0,0,0,,,,
7681,12:42:57,1,,,2,23,1,실외온도제한,4,0,47,2,10,13,0,0,0,0,0,0,0,0,0,0,0,0,163,255,0,0,0,36,0,1,9,63,1,20,4,203,24,,,,7681,12:42:57,1,,,24,5,3,86,27.93,11.0,10.66,-0.34,,99,0,0,220,,,,,,7681,12:42:57,1,,,0,0,69,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,42,42,750,750,0,0,86,255,,,,,,,39.3,220.0,-48.7,-50.3,67.0,41.1,40.2,51.0,115.7,,,,,,,,,,,,,7681,12:42:57,1,,,5.4,176,60,0.96,300,310,6.2,6.0,6.0,1.4,0.6,TO,,,,,,,,,,0,0,0,0,,,,
7682,12:42:59,1,,,2,23,1,실외온도제한,4,0,51,2,10,13,0,0,0,0,0,0,0,0,0,0,0,0,165,255,0,0,0,36,0,1,9,63,1,17,4,187,24,,,,7682,12:42:59,1,,,24,5,3,86,27.93,11.0,10.66,-0.34,,100,0,0,220,,,,,,7682,12:42:59,1,,,0,0,69,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,42,42,750,750,0,0,86,255,,,,,,,39.3,220.0,-48.7,-50.3,67.0,41.1,40.2,51.0,115.7,,,,,,,,,,,,,7682,12:42:59,1,,,5.4,175,60,0.96,295,310,6.4,6.2,6.6,1.2,1.6,TO,,,,,,,,,,0,0,0,0,,,,
7683,12:43:01,1,,,2,23,1,실외온도제한,4,0,51,2,13,13,0,0,0,0,0,0,0,0,0,0,0,0,167,255,0,0,0,36,0,1,9,82,1,19,4,197,24,,,,7683,12:43:01,1,,,24,5,3,86,27.93,11.0,10.66,-0.34,,100,0,0,220,,,,,,7683,12:43:01,1,,,0,0,69,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,42,42,750,750,0,0,86,255,,,,,,,39.3,220.0,-48.7,-50.3,67.0,41.1,40.2,51.0,115.7,,,,,,,,,,,,,7683,12:43:01,1,,,5.4,175,60,0.96,295,310,6.4,6.2,6.6,1.2,1.6,TO,,,,,,,,,,0,0,0,0,,,,
7684,12:43:03,1,,,2,23,1,실외온도제한,4,0,54,2,13,13,0,0,0,0,0,0,0,0,0,0,0,0,167,255,0,0,0,36,0,1,9,82,1,19,4,197,24,,,,7684,12:43:03,1,,,24,5,3,86,27.93,11.0,10.66,-0.34,,100,0,0,220,,,,,,7684,12:43:03,1,,,0,0,69,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,42,42,750,750,0,0,86,255,,,,,,,39.3,220.0,-48.7,-50.3,67.0,41.1,40.2,51.0,115.7,,,,,,,,,,,,,7684,12:43:03,1,,,5.4,175,60,0.96,300,310,6.4,6.2,6.6,1.2,1.6,TO,,,,,,,,,,0,0,0,0,,,,
7685,12:43:05,1,,,2,23,1,실외온도제한,4,0,57,2,16,13,0,0,0,0,0,0,0,0,0,0,0,0,170,255,0,0,0,36,0,1,9,82,1,23,4,214,24,,,,7685,12:43:05,1,,,24,5,3,86,27.93,11.0,10.66,-0.34,,99,0,0,220,,,,,,7685,12:43:05,1,,,0,0,69,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,42,42,750,750,0,0,86,255,,,,,,,39.3,220.0,-48.7,-50.3,67.0,41.1,40.2,51.0,115.7,,,,,,,,,,,,,7685,12:43:05,1,,,5.4,176,60,0.96,305,310,6.2,6.0,6.4,1.2,1.4,TO,,,,,,,,,,0,0,0,0,,,,
7686,12:43:07,1,,,2,23,1,실외온도제한,4,0,57,2,20,13,0,0,0,0,0,0,0,0,0,0,0,0,170,255,0,0,0,36,0,1,9,82,1,23,4,214,24,,,,7686,12:43:07,1,,,24,5,3,86,27.93,11.0,10.66,-0.34,,99,0,0,220,,,,,,7686,12:43:07,1,,,0,0,69,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,42,42,750,750,0,0,86,255,,,,,,,39.3,220.0,-48.7,-50.3,67.0,41.1,40.2,51.0,115.7,,,,,,,,,,,,,7686,12:43:07,1,,,5.4,176,60,0.96,305,310,6.2,6.0,6.4,1.2,1.4,TO,,,,,,,,,,0,0,0,0,,,,
7687,12:43:09,1,,,2,23,1,실외온도제한,4,0,1,2,20,13,0,0,0,0,0,0,0,0,0,0,0,0,172,255,0,0,0,36,0,1,9,81,1,19,4,199,24,,,,7687,12:43:09,1,,,24,5,3,86,27.93,11.0,10.66,-0.34,,99,0,0,220,,,,,,7687,12:43:09,1,,,0,0,69,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,42,42,750,750,0,0,86,255,,,,,,,39.3,220.0,-48.7,-50.3,67.0,41.1,40.2,51.0,115.7,,,,,,,,,,,,,7687,12:43:09,1,,,5.4,175,60,0.96,300,310,6.2,6.2,6.0,1.4,1.4,TO,,,,,,,,,,0,0,0,0,,,,
7688,12:43:11,1,,,2,23,1,실외온도제한,4,0,1,2,23,13,0,0,0,0,0,0,0,0,0,0,0,0,174,255,0,0,0,36,0,1,9,63,1,16,4,184,24,,,,7688,12:43:11,1,,,24,5,3,86,27.93,11.0,10.66,-0.34,,100,0,0,220,,,,,,7688,12:43:11,1,,,0,0,69,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,42,42,750,750,0,0,86,255,,,,,,,39.3,220.0,-48.7,-50.3,67.0,41.1,40.2,51.0,115.7,,,,,,,,,,,,,7688,12:43:11,1,,,5.4,175,60,0.96,300,310,6.2,6.2,6.0,1.4,1.4,TO,,,,,,,,,,0,0,0,0,,,,
7689,12:43:13,1,,,2,23,1,실외온도제한,4,0,4,2,23,13,0,0,0,0,0,0,0,0,0,0,0,0,174,255,0,0,0,36,0,1,9,63,1,16,4,184,24,,,,7689,12:43:13,1,,,24,5,3,86,27.93,11.0,10.66,-0.34,,100,0,0,220,,,,,,7689,12:43:13,1,,,0,0,69,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,42,42,750,750,0,0,86,255,,,,,,,39.3,220.0,-48.7,-50.3,67.0,41.1,40.2,51.0,115.7,,,,,,,,,,,,,7689,12:43:13,1,,,5.4,175,60,0.96,305,310,6.4,6.2,6.2,1.4,1.4,TO,,,,,,,,,,0,0,0,0,,,,
7690,12:43:15,1,,,2,23,1,실외온도제한,4,0,8,2,27,13,0,0,0,0,0,0,0,0,0,0,0,0,176,255,0,0,0,35,0,1,9,46,1,6,4,172,24,,,,7690,12:43:15,1,,,24,5,3,86,27.93,10.66,11.0,0.34,,100,0,0,220,,,,,,7690,12:43:15,1,,,0,0,69,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,41,41,750,750,0,0,86,255,,,,,,,39.3,220.0,-48.7,-50.3,67.0,41.1,40.2,51.0,115.7,,,,,,,,,,,,,7690,12:43:15,1,,,5.2,175,60,0.92,300,310,6.2,6.0,5.8,1.2,1.4,TO,,,,,,,,,,0,0,0,0,,,,
7691,12:43:17,1,,,2,23,1,실외온도제한,4,0,8,2,30,13,0,0,0,0,0,0,0,0,0,0,0,0,176,255,0,0,0,35,0,1,9,46,1,6,4,172,24,,,,7691,12:43:17,1,,,24,5,3,86,27.93,10.66,11.0,0.34,,100,0,0,220,,,,,,7691,12:43:17,1,,,0,0,69,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,41,41,750,750,0,0,86,255,,,,,,,39.3,220.0,-48.7,-50.3,67.0,41.1,40.2,51.0,115.7,,,,,,,,,,,,,7691,12:43:17,1,,,5.2,175,60,0.92,300,310,6.2,6.0,5.8,1.2,1.4,TO,,,,,,,,,,0,0,0,0,,,,
7692,12:43:19,1,,,2,23,1,실외온도제한,4,0,11,2,30,13,0,0,0,0,0,0,0,0,0,0,0,0,179,255,0,0,0,35,0,1,9,46,1,5,4,171,24,,,,7692,12:43:19,1,,,24,5,3,86,27.93,10.66,11.0,0.34,,99,0,0,220,,,,,,7692,12:43:19,1,,,0,0,69,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,41,41,750,750,0,0,86,255,,,,,,,39.3,220.0,-48.7,-50.3,67.0,41.1,40.2,51.0,115.7,,,,,,,,,,,,,7692,12:43:19,1,,,5.2,176,60,0.92,300,310,6.2,6.0,6.4,1.2,0.6,TO,,,,,,,,,,0,0,0,0,,,,
7693,12:43:21,1,,,2,23,1,실외온도제한,4,0,14,2,33,13,0,0,0,0,0,0,0,0,0,0,0,0,181,255,0,0,0,36,0,1,9,52,1,14,4,177,24,,,,7693,12:43:21,1,,,24,5,3,86,27.93,10.66,11.0,0.34,,99,0,0,220,,,,,,7693,12:43:21,1,,,0,0,69,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,41,41,750,750,0,0,86,255,,,,,,,39.3,220.0,-48.7,-50.3,67.0,41.1,40.2,51.0,115.7,,,,,,,,,,,,,7693,12:43:21,1,,,5.2,176,60,0.92,300,310,6.2,6.0,5.6,1.2,1.0,TO,,,,,,,,,,0,0,0,0,,,,
7694,12:43:23,1,,,2,23,1,실외온도제한,4,0,14,2,33,13,0,0,0,0,0,0,0,0,0,0,0,0,181,255,0,0,0,36,0,1,9,52,1,14,4,177,24,,,,7694,12:43:23,1,,,24,5,3,86,27.93,11.0,10.66,-0.34,,99,0,0,220,,,,,,7694,12:43:23,1,,,0,0,69,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,41,41,750,750,0,0,86,255,,,,,,,39.3,220.0,-48.7,-50.3,67.0,41.1,40.2,51.0,115.7,,,,,,,,,,,,,7694,12:43:23,1,,,5.2,175,60,0.92,300,310,6.2,6.0,5.6,1.2,1.0,TO,,,,,,,,,,0,0,0,0,,,,
7695,12:43:25,1,,,2,23,1,실외온도제한,4,0,18,2,37,13,0,0,0,0,0,0,0,0,0,0,0,0,183,255,0,0,0,35,0,1,9,52,1,5,4,170,24,,,,7695,12:43:25,1,,,24,5,3,86,27.93,11.0,10.66,-0.34,,100,0,0,220,,,,,,7695,12:43:25,1,,,0,0,69,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,41,41,750,750,0,0,86,255,,,,,,,39.3,220.0,-48.7,-50.3,67.0,41.1,40.2,51.0,115.7,,,,,,,,,,,,,7695,12:43:25,1,,,5.2,175,60,0.92,300,310,6.2,6.2,6.2,1.2,1.4,TO,,,,,,,,,,0,0,0,0,,,,
7696,12:43:27,1,,,2,23,1,실외온도제한,4,0,18,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,183,255,0,0,0,35,0,1,9,52,1,5,4,170,24,,,,7696,12:43:27,1,,,24,5,3,86,27.93,11.0,10.66,-0.34,,100,0,0,220,,,,,,7696,12:43:27,1,,,0,0,69,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,41,41,750,750,0,0,86,255,,,,,,,39.3,220.0,-48.7,-50.3,67.0,41.1,40.2,51.0,115.7,,,,,,,,,,,,,7696,12:43:27,1,,,5.2,175,60,0.92,300,310,6.2,6.2,6.2,1.2,1.4,TO,,,,,,,,,,0,0,0,0,,,,
7697,12:43:29,1,,,2,23,1,실외온도제한,4,0,21,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,185,255,0,0,0,35,0,1,9,52,1,6,4,173,24,,,,7697,12:43:29,1,,,24,5,3,86,27.93,11.0,11.0,0.0,,100,0,0,220,,,,,,7697,12:43:29,1,,,0,0,69,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,41,41,750,750,0,0,86,255,,,,,,,39.3,220.0,-48.7,-50.3,67.0,41.1,40.2,51.0,115.7,,,,,,,,,,,,,7697,12:43:29,1,,,5.2,175,60,0.92,300,310,6.2,6.2,6.2,1.2,1.6,TO,,,,,,,,,,0,0,0,0,,,,
7698,12:43:31,1,,,2,23,1,실외온도제한,4,0,21,2,4,13,0,0,0,0,0,0,0,0,0,0,0,0,188,255,0,0,0,35,0,1,9,52,1,6,4,173,24,,,,7698,12:43:31,1,,,24,5,3,86,27.93,11.0,11.0,0.0,,99,0,0,220,,,,,,7698,12:43:31,1,,,0,0,69,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,41,41,750,750,0,0,86,255,,,,,,,39.3,220.0,-48.7,-50.3,67.0,41.1,40.2,51.0,115.7,,,,,,,,,,,,,7698,12:43:31,1,,,5.2,175,60,0.92,300,310,6.2,6.2,6.2,1.2,1.6,TO,,,,,,,,,,0,0,0,0,,,,
7699,12:43:33,1,,,2,23,1,실외온도제한,4,0,25,2,4,13,0,0,0,0,0,0,0,0,0,0,0,0,188,255,0,0,0,35,0,1,9,46,1,6,4,176,24,,,,7699,12:43:33,1,,,24,5,3,86,27.93,11.0,11.0,0.0,,99,0,0,220,,,,,,7699,12:43:33,1,,,0,0,69,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,41,41,750,750,0,0,86,255,,,,,,,39.3,220.0,-48.7,-50.3,67.0,41.1,40.2,51.0,115.7,,,,,,,,,,,,,7699,12:43:33,1,,,5.2,175,60,0.92,300,310,6.2,6.0,6.2,1.2,0.8,TO,,,,,,,,,,0,0,0,0,,,,
7700,12:43:35,1,,,2,23,1,실외온도제한,4,0,28,2,7,13,0,0,0,0,0,0,0,0,0,0,0,0,190,255,0,0,0,36,0,1,9,46,1,15,4,181,24,,,,7700,12:43:35,1,,,24,5,3,86,27.93,11.0,11.0,0.0,,99,0,0,220,,,,,,7700,12:43:35,1,,,0,0,69,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,41,41,750,750,0,0,86,255,,,,,,,39.3,220.0,-48.7,-50.3,67.0,41.1,40.2,51.0,115.7,,,,,,,,,,,,,7700,12:43:35,1,,,5.4,175,60,0.92,300,310,6.2,6.0,5.6,1.2,1.6,TO,,,,,,,,,,0,0,0,0,,,,
7701,12:43:37,1,,,2,23,1,실외온도제한,4,0,28,2,10,13,0,0,0,0,0,0,0,0,0,0,0,0,190,255,0,0,0,36,0,1,9,46,1,15,4,181,24,,,,7701,12:43:37,1,,,24,5,3,86,27.93,11.0,11.0,0.0,,99,0,0,220,,,,,,7701,12:43:37,1,,,0,0,69,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,41,41,750,750,0,0,86,255,,,,,,,39.3,220.0,-48.7,-50.3,67.0,41.1,40.2,51.0,115.7,,,,,,,,,,,,,7701,12:43:37,1,,,5.4,175,60,0.92,300,310,6.2,6.0,5.6,1.2,1.6,TO,,,,,,,,,,0,0,0,0,,,,
7702,12:43:39,1,,,2,23,1,실외온도제한,4,0,31,2,10,13,0,0,0,0,0,0,0,0,0,0,0,0,192,255,0,0,0,36,0,1,9,46,1,15,4,179,24,,,,7702,12:43:39,1,,,24,5,3,86,27.93,11.0,11.0,0.0,,100,0,0,220,,,,,,7702,12:43:39,1,,,0,0,69,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,41,41,750,750,0,0,86,255,,,,,,,39.3,220.0,-48.7,-50.3,67.0,41.1,40.2,51.0,115.7,,,,,,,,,,,,,7702,12:43:39,1,,,5.2,175,60,0.92,305,310,6.2,6.2,6.2,1.2,1.0,TO,,,,,,,,,,0,0,0,0,,,,
7703,12:43:41,1,,,2,23,1,실외온도제한,4,0,31,2,14,13,0,0,0,0,0,0,0,0,0,0,0,0,194,255,0,0,0,36,0,1,9,62,1,17,4,189,24,,,,7703,12:43:41,1,,,24,5,3,86,27.93,11.0,11.0,0.0,,100,0,0,220,,,,,,7703,12:43:41,1,,,0,0,69,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,41,41,750,750,0,0,86,255,,,,,,,39.3,220.0,-48.7,-50.3,67.0,41.1,40.2,51.0,115.7,,,,,,,,,,,,,7703,12:43:41,1,,,5.2,175,60,0.92,305,310,6.2,6.2,6.2,1.2,1.0,TO,,,,,,,,,,0,0,0,0,,,,
7704,12:43:43,1,,,2,23,1,실외온도제한,4,0,35,2,14,13,0,0,0,0,0,0,0,0,0,0,0,0,194,255,0,0,0,36,0,1,9,62,1,17,4,189,24,,,,7704,12:43:43,1,,,24,5,3,86,27.93,11.0,11.0,0.0,,100,0,0,220,,,,,,7704,12:43:43,1,,,0,0,69,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,41,41,750,750,0,0,86,255,,,,,,,39.3,220.0,-48.7,-50.3,67.0,41.1,40.2,51.0,115.7,,,,,,,,,,,,,7704,12:43:43,1,,,5.4,175,60,0.92,300,310,6.2,6.0,6.0,1.2,1.0,TO,,,,,,,,,,0,0,0,0,,,,
7705,12:43:45,1,,,2,23,1,실외온도제한,4,0,38,2,17,13,0,0,0,0,0,0,0,0,0,0,0,0,197,255,0,0,0,36,0,1,9,46,1,19,4,198,24,,,,7705,12:43:45,1,,,24,5,3,86,27.93,11.0,11.0,0.0,,99,0,0,220,,,,,,7705,12:43:45,1,,,0,0,69,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,41,41,750,750,0,0,86,255,,,,,,,39.3,220.0,-48.7,-50.3,67.0,41.1,40.2,51.0,115.7,,,,,,,,,,,,,7705,12:43:45,1,,,5.2,175,60,0.92,300,310,6.2,6.2,5.8,1.2,1.2,TO,,,,,,,,,,0,0,0,0,,,,
7706,12:43:47,1,,,2,23,1,실외온도제한,4,0,38,2,20,13,0,0,0,0,0,0,0,0,0,0,0,0,197,255,0,0,0,36,0,1,9,46,1,19,4,198,24,,,,7706,12:43:47,1,,,24,5,3,86,27.93,11.0,11.0,0.0,,99,0,0,220,,,,,,7706,12:43:47,1,,,0,0,69,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,41,41,750,750,0,0,86,255,,,,,,,39.3,220.0,-48.7,-50.3,67.0,41.1,40.6,51.0,115.7,,,,,,,,,,,,,7706,12:43:47,1,,,5.2,175,60,0.92,300,310,6.2,6.2,5.8,1.2,1.2,TO,,,,,,,,,,0,0,0,0,,,,
7707,12:43:49,1,,,2,23,1,실외온도제한,4,0,42,2,20,13,0,0,0,0,0,0,0,0,0,0,0,0,199,255,0,0,0,36,0,1,9,46,1,16,4,186,24,,,,7707,12:43:49,1,,,24,5,3,86,27.93,11.0,11.0,0.0,,99,0,0,220,,,,,,7707,12:43:49,1,,,0,0,69,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,41,41,750,750,0,0,86,255,,,,,,,39.3,220.0,-48.7,-50.3,67.0,41.1,40.6,51.0,115.7,,,,,,,,,,,,,7707,12:43:49,1,,,5.2,175,60,0.92,300,310,6.2,6.0,6.0,1.2,1.0,TO,,,,,,,,,,0,0,0,0,,,,
7708,12:43:51,1,,,2,23,1,실외온도제한,4,0,42,2,24,13,0,0,0,0,0,0,0,0,0,0,0,0,201,255,0,0,0,36,0,1,9,46,1,17,4,189,24,,,,7708,12:43:51,1,,,24,5,3,86,27.93,11.0,11.0,0.0,,100,0,0,220,,,,,,7708,12:43:51,1,,,0,0,69,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,41,41,750,750,0,0,86,255,,,,,,,39.3,220.0,-48.7,-50.3,67.0,41.1,40.6,51.0,115.7,,,,,,,,,,,,,7708,12:43:51,1,,,5.2,175,60,0.92,300,310,6.2,6.0,6.0,1.2,1.0,TO,,,,,,,,,,0,0,0,0,,,,
7709,12:43:54,1,,,2,23,1,실외온도제한,4,0,45,2,24,13,0,0,0,0,0,0,0,0,0,0,0,0,201,255,0,0,0,36,0,1,9,46,1,17,4,189,24,,,,7709,12:43:54,1,,,24,5,3,86,27.93,11.0,11.0,0.0,,100,0,0,220,,,,,,7709,12:43:54,1,,,0,0,69,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,41,41,750,750,0,0,86,255,,,,,,,39.3,220.0,-48.7,-50.3,67.0,41.1,40.6,51.0,115.7,,,,,,,,,,,,,7709,12:43:54,1,,,5.2,175,60,0.92,300,310,6.2,6.0,5.6,1.2,1.4,TO,,,,,,,,,,0,0,0,0,,,,
7710,12:43:56,1,,,2,23,1,실외온도제한,4,0,48,2,27,13,0,0,0,0,0,0,0,0,0,0,0,0,204,255,0,0,0,36,0,1,9,52,1,13,4,172,24,,,,7710,12:43:56,1,,,24,5,3,86,27.93,11.34,11.0,-0.34,,99,0,0,220,,,,,,7710,12:43:56,1,,,0,0,69,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,41,41,750,750,0,0,86,255,,,,,,,39.3,220.0,-48.7,-50.3,67.0,41.1,40.6,51.0,115.7,,,,,,,,,,,,,7710,12:43:56,1,,,5.4,176,60,0.92,300,310,6.2,6.0,5.8,1.2,1.2,TO,,,,,,,,,,0,0,0,0,,,,
7711,12:43:58,1,,,2,23,1,실외온도제한,4,0,48,2,31,13,0,0,0,0,0,0,0,0,0,0,0,0,204,255,0,0,0,36,0,1,9,52,1,13,4,172,24,,,,7711,12:43:58,1,,,24,5,3,86,27.93,11.34,11.0,-0.34,,99,0,0,220,,,,,,7711,12:43:58,1,,,0,0,69,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,41,41,750,750,0,0,86,255,,,,,,,39.3,220.0,-48.7,-50.3,67.0,41.1,40.6,51.0,115.7,,,,,,,,,,,,,7711,12:43:58,1,,,5.4,176,60,0.92,300,310,6.2,6.0,5.8,1.2,1.2,TO,,,,,,,,,,0,0,0,0,,,,
7712,12:44:00,1,,,2,23,1,실외온도제한,4,0,52,2,31,13,0,0,0,0,0,0,0,0,0,0,0,0,206,255,0,0,0,36,0,1,9,46,1,16,4,185,24,,,,7712,12:44:00,1,,,24,5,3,86,27.93,11.34,11.0,-0.34,,99,0,0,220,,,,,,7712,12:44:00,1,,,0,0,69,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,41,41,750,750,0,0,86,255,,,,,,,39.3,220.0,-48.7,-50.3,67.0,41.1,40.6,51.0,115.7,,,,,,,,,,,,,7712,12:44:00,1,,,5.2,175,60,0.92,305,310,6.4,6.2,6.4,1.2,1.6,TO,,,,,,,,,,0,0,0,0,,,,
7713,12:44:02,1,,,2,23,1,실외온도제한,4,0,55,2,34,13,0,0,0,0,0,0,0,0,0,0,0,0,208,255,0,0,0,35,0,1,9,46,1,6,4,173,24,,,,7713,12:44:02,1,,,24,5,3,86,27.93,11.34,11.0,-0.34,,99,0,0,220,,,,,,7713,12:44:02,1,,,0,0,69,,0,0,23,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,41,41,750,750,0,0,86,255,,,,,,,39.3,220.0,-48.7,-50.3,67.0,41.1,40.6,51.0,115.7,,,,,,,,,,,,,7713,12:44:02,1,,,5.2,175,60,0.92,305,310,6.2,6.0,6.4,1.2,1.0,TO,,,,,,,,,,0,0,0,0,,,,
